item,count,f
"BIBLIOMETRIC ANALYSIS",1,0.51
"BIG DATA",1,0.51
"BINARY CLASSIFICATION",1,0.51
"CARDIO-CEREBROVASCULAR",1,0.51
"CART",1,0.51
"CATEGORICAL SAMPLING LIKELIHOOD RATIO",1,0.51
"CATEGORY UTILITY",1,0.51
"CHINESE CHARACTERS",1,0.51
"CITATION CLUSTERING",1,0.51
"CITATION DATA",1,0.51
"CITATION MATCHING",1,0.51
"CITATION NETWORK",1,0.51
"CITATION STYLE",1,0.51
"CLASSIFICATION ALGORITHMS",1,0.51
"CLUSTERING ALGORITHMS",1,0.51
"CLUSTERING ANALYSIS",1,0.51
"CLUSTERING DISTINCT AUTHORS",1,0.51
"CLUSTERING PROBLEM",1,0.51
"CO-AUTHOR",1,0.51
"CO-AUTHORSHIP",1,0.51
"CO-AUTHORSHIP GRAPH",1,0.51
"CO-CITATION ANALYSIS",1,0.51
"COAUTHOR GRAPHS",1,0.51
"COAUTHORSHIP",1,0.51
"COAUTHORSHIP ANALYSIS",1,0.51
"COLLABORATION",1,0.51
"COMPARISON STUDY",1,0.51
"COMPLEX NETWORK ANALYSIS",1,0.51
"COMPUTER SCIENCE",1,0.51
"CONTEXT",1,0.51
"COREFERENCE PROBLEM",1,0.51
"COSINE SIMILARITY",1,0.51
"COST-SENSITIVE DEEP NEURAL NETWORK",1,0.51
"CROSS-LANGUAGE DISAMBIGUATION",1,0.51
"CROWDSOURCING",1,0.51
"CTREE",1,0.51
"CYCLE DETECTION",1,0.51
"DATA INTEGRATION",1,0.51
"DATA PREPROCESSING",1,0.51
"DATA SCIENCE",1,0.51
"DATA STREAM",1,0.51
"DBSCAN",1,0.51
"DEEP NEURAL NETWORK",1,0.51
"DIGITAL BIBLIOGRAPHIC REPOSITORY",1,0.51
"DIGITAL LIBRARY (DL)",1,0.51
"DIGITAL REPOSITORIES",1,0.51
"DISAMBIGUATION EVALUATION",1,0.51
"DISCOVERY",1,0.51
"DOMAIN-SPECIFIC ENTITY LINKING",1,0.51
"DYNAMIC GRAPH EMBEDDING",1,0.51
"EMAIL: GENET-ASEFA.GESESE@FIZ-KARLSRUHE.D",1,0.51
"ENSEMBLE CLASSIFIERS",1,0.51
"ENSEMBLE LEARNING",1,0.51
"ENTITY LINKAGE",1,0.51
"ENTITY LINKING",1,0.51
"ENTITY MATCHING",1,0.51
"ENTITY RELATIONSHIP GRAPH",1,0.51
"EVALUATION MEASURE",1,0.51
"EXPLORATORY ENTITY LINKING",1,0.51
"FEATURE LEARNING",1,0.51
"FITNESS FUNCTION",1,0.51
"FORMAL CONCEPT ANALYSIS",1,0.51
"FUSION",1,0.51
"GENETIC ALGORITHM",1,0.51
"GOOGLE CSE",1,0.51
"GRADIENT BOOSTED TREE",1,0.51
"GRADIENT BOOSTED TREES",1,0.51
"GRAPH ANALYSIS",1,0.51
"GRAPH ATTENTION NETWORK",1,0.51
"GRAPH CONVOLUTION NETWORKS",1,0.51
"GRAPH CONVOLUTIONAL NETWORK (GCN)",1,0.51
"GRAPH NEURAL NETWORK",1,0.51
"H-INDEX",1,0.51
"HETEROGENEOUS ACADEMIC NETWORK",1,0.51
"HETEROGENEOUS GRAPH NETWORK",1,0.51
"HETEROGENEOUS NETWORK",1,0.51
"HETERONYMOUS NAME RESOLUTION",1,0.51
"HEURISTIC RULES",1,0.51
"HEURISTIC-BASED CLUSTERING",1,0.51
"HEURISTICS",1,0.51
"HEURISTICS RULES",1,0.51
"HIERARCHICAL AGGLOMERATIVE CLUSTERING",1,0.51
"HIGHLY IMBALANCED DATA",1,0.51
"HOMONYMS",1,0.51
"HYBRID-SIMILARITY",1,0.51
"IDENTIFIERS",1,0.51
"IDENTITY UNCERTAINTY",1,0.51
"IMBALANCED TRAINING DATA",1,0.51
"INCREMENTAL AUTHOR NAME DISAMBIGUATION",1,0.51
"INCREMENTAL DISAMBIGUATION",1,0.51
"INCREMENTAL NEAREST CLUSTER",1,0.51
"INCREMENTAL UNSUBERVISED NAME DISAMBIGUATION",1,0.51
"INDUSTRIAL INTERNET OF THINGS",1,0.51
"INFORMATICS",1,0.51
"INFORMATION FUSION",1,0.51
"INFORMATIONAL RETRIEVAL",1,0.51
"INTELLIGENT ROBOTICS",1,0.51
"INTERACTIVE VISUALIZATION",1,0.51
"INTERDISCIPLINARITY",1,0.51
"JOURNAL DESCRIPTOR",1,0.51
"KEYPHRASE EXTRACTION",1,0.51
"KNOWLEDGE GRAPH EMBEDDINGS",1,0.51
"KOREAN PERSONAL NAMES",1,0.51
"LABEL PROPAGATION",1,0.51
"LAZY STRATEGIES",1,0.51
"LEVENSHTEIN DISTANCE",1,0.51
"LIBRARY LIAISONS",1,0.51
"LINEARITY",1,0.51
"LINK DISCOVERY",1,0.51
"LINKED DATA",1,0.51
"LINKED OPEN DATA",1,0.51
"LITERATURE DATABASE",1,0.51
"LOD",1,0.51
"MAPREDUCE FRAMEWORK",1,0.51
"MAXIMUM FLOW",1,0.51
"META-CONTENT",1,0.51
"META-PATH",1,0.51
"META-PATHS",1,0.51
"MICROSOFT ACADEMIC SEARCH",1,0.51
"MONTE CARLO SIMULATIONS",1,0.51
"MULTI-CLASSIFICATION",1,0.51
"MULTI-DIMENSIONAL",1,0.51
"MULTI-HOP NEIGHBORHOOD",1,0.51
"MULTIPLE STRATEGIES",1,0.51
"MUTUAL INFORMATION",1,0.51
"NAME DISAMBIGUATION PROBLEM",1,0.51
"NAME INDICES",1,0.51
"NAME-MATCHING",1,0.51
"NAMED ENTITY RECOGNITION",1,0.51
"NAMESAKE RESOLUTION",1,0.51
"NAMESAKES",1,0.51
"NATIVE SCRIPT",1,0.51
"NEGATIVE TRAINING DATA",1,0.51
"NETCLUS",1,0.51
"NETWORK ANALYSIS",1,0.51
"NETWORK REPRESENTATION LEARNING",1,0.51
"NOVELTY",1,0.51
"ONTOLOGY",1,0.51
"OPEN CITATIONS",1,0.51
"OPEN RESEARCHERS AND CONTRIBUTORS ID",1,0.51
"OPEN SOURCE SOFTWARE",1,0.51
"OPTIMUM-PATH FOREST CLASSIFIER",1,0.51
"OUT-OF-DOMAIN EVALUATION",1,0.51
"PAIRWISE-F",1,0.51
"PARALLEL COMPUTING",1,0.51
"PARTIAL CLASSIFICATION EM",1,0.51
"PERFORMANCE",1,0.51
"PRECISION–RECALL",1,0.51
"PREDICTIVE MODELS",1,0.51
"PROBABILITIES",1,0.51
"PROBLEM DECOMPOSITION",1,0.51
"PROFILE",1,0.51
"PROGRESSIVE ENTITY RESOLUTION",1,0.51
"PRUNING STRATEGY",1,0.51
"PUBLICATION OEUVRE",1,0.51
"RANKING CONFIDENCE",1,0.51
"REFERENCE AUTHOR GRAPH",1,0.51
"REFERENCE STYLE",1,0.51
"REFERENCE TOPIC GRAPH",1,0.51
"REFERENCES",1,0.51
"RELATIONAL DATA",1,0.51
"RELATIONSHIP ANALYSIS",1,0.51
"RELEVANCE FEEDBACK",1,0.51
"RESEARCH EVALUATION",1,0.51
"RESEARCH GROUPS",1,0.51
"RESEARCHER",1,0.51
"RESEARCHER DATA",1,0.51
"RESEARCHGATE",1,0.51
"SAME NAME DISAMBIGUATION",1,0.51
"SCHOLARLY JOURNAL",1,0.51
"SCHOLARLY KNOWLEDGE GRAPH",1,0.51
"SCHOLARLY PUBLISHING",1,0.51
"SCIENCE OF SCIENCE",1,0.51
"SCIENCE POLICY AND RESEARCH ASSESSMENT",1,0.51
"SCIENTIFIC COLLABORATION NETWORKS",1,0.51
"SCIENTIFIC DATA REPOSITORIES",1,0.51
"SCIENTIFIC JOURNALS",1,0.51
"SCIENTIFIC MOBILITY",1,0.51
"SCIENTIFIC PUBLICATION",1,0.51
"SCOPUS",1,0.51
"SCORING FUNCTIONS",1,0.51
"SEARCH",1,0.51
"SEARCH ENGINE",1,0.51
"SELF-CITATIONS",1,0.51
"SELF-TRAINING AUTHOR NAME DISAMBIGUATION",1,0.51
"SELF-TUNING",1,0.51
"SEMANTIC FINGERPRINT",1,0.51
"SEMANTIC RECOGNITION",1,0.51
"SEMANTIC TYPE",1,0.51
"SIMHASH",1,0.51
"SIMILARITY CALCULATION FUNCTION",1,0.51
"SIMILARITY ESTIMATION",1,0.51
"SIMULATION",1,0.51
"SINGLE FEATURE",1,0.51
"SINGLE-LINKAGE CLUSTERING",1,0.51
"SNA",1,0.51
"SOCIAL NETWORK",1,0.51
"SOLE AUTHOR RESOLVER",1,0.51
"STRING MATCHING",1,0.51
"STRING SIMILARITY METRICS",1,0.51
"STRUCTURAL CLUSTERING",1,0.51
"STUDIES ON THE LEVEL OF INDIVIDUAL SCIENTISTS",1,0.51
"SUPPORT VECTOR MACHINES",1,0.51
"SYMONYM",1,0.51
"SYNONYM",1,0.51
"SYNTACTIC SIMILARITY",1,0.51
"SYNTHETIC GENERATOR",1,0.51
"TASK DESIGN",1,0.51
"TAXONOMY",1,0.51
"TECHNOLOGY TREND ANALYSIS",1,0.51
"TOPIC GRAPH",1,0.51
"TOPIC MODELS",1,0.51
"TRANSFER LEARNING",1,0.51
"TRIANGULATION",1,0.51
"UNCERTAINTY",1,0.51
"UNSUPERVISED DISAMBIGUATION APPROACH",1,0.51
"UNSUPERVISED MACHINE LEARNING APPROACH",1,0.51
"VARIATIONAL GRAPH AUTOENCODER",1,0.51
"VISUAL ANALYTICS",1,0.51
"VISUALIZATION SYSTEM",1,0.51
"WEB CORRELATION",1,0.51
"WEB INFORMATION",1,0.51
"WEB SERVICES",1,0.51
"WORD EMBEDDING",1,0.51
