item,count,f
"Advances in Database Technology - EDBT 2014: 17th International Conference on Extending Database Technology, Proceedings",1,0.51
"Annals of Library and Information Studies",1,0.51
"Annual Review of Information Science and Technology",1,0.51
"Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology",1,0.51
"EPJ Data Science",1,0.51
"Entropy",1,0.51
"Expert Systems with Applications",1,0.51
"IEEE Transactions on Visualization and Computer Graphics",1,0.51
"ISSI 2017 - 16th International Conference on Scientometrics and Informetrics, Conference Proceedings",1,0.51
"Information (Switzerland)",1,0.51
"Information Retrieval",1,0.51
"Information Sciences",1,0.51
"Information Systems",1,0.51
"International Arab Journal of Information Technology",1,0.51
"International Journal on Digital Libraries",1,0.51
"Iranian Journal of Information Processing and Management",1,0.51
"Journal of Information Science Theory and Practice",1,0.51
"Journal of Korean Medical Science",1,0.51
"Journal of Physics: Conference Series",1,0.51
"Journal of the Pakistan Medical Association",1,0.51
"Knowledge Engineering Review",1,0.51
"Knowledge and Information Systems",1,0.51
"Library Philosophy and Practice",1,0.51
"Mechanical Systems and Signal Processing",1,0.51
"Medical Reference Services Quarterly",1,0.51
"Neural Computing and Applications",1,0.51
"Neurocomputing",1,0.51
"PLoS ONE",1,0.51
"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1,0.51
"Procedia Computer Science",1,0.51
"Proceedings - 10th IAPR International Workshop on Document Analysis Systems, DAS 2012",1,0.51
"Proceedings - 2011 IEEE/WIC/ACM International Joint Conferences on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IAT 2011",1,0.51
"Proceedings - 2013 IEEE International Conference on Big Data, Big Data 2013",1,0.51
"Proceedings - 2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing, GreenCom-iThings-CPSCom 2013",1,0.51
"Proceedings - 2017 International Conference on Data Science and Advanced Analytics, DSAA 2017",1,0.51
"Proceedings - 2018 IEEE International Conference on Web Services, ICWS 2018 - Part of the 2018 IEEE World Congress on Services",1,0.51
"Proceedings - 2021 IEEE International Conference on Web Services, ICWS 2021",1,0.51
"Proceedings - 21st IEEE International Conference on High Performance Computing and Communications, 17th IEEE International Conference on Smart City and 5th IEEE International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2019",1,0.51
"Proceedings - 3rd International Conference on Informatics, Multimedia, Cyber, and Information System, ICIMCIS 2021",1,0.51
"Proceedings - Companion of the 2020 IEEE 20th International Conference on Software Quality, Reliability, and Security, QRS-C 2020",1,0.51
"Proceedings - International Computer Software and Applications Conference",1,0.51
"Proceedings - International Conference on Advanced Information Networking and Applications, AINA",1,0.51
"Proceedings of ISSI 2013 - 14th International Society of Scientometrics and Informetrics Conference",1,0.51
"Proceedings of Science",1,0.51
"Proceedings of the 2019 IEEE 23rd International Conference on Computer Supported Cooperative Work in Design, CSCWD 2019",1,0.51
"Proceedings of the 2021 IEEE 24th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2021",1,0.51
"Proceedings of the 2nd International Conference on Ubiquitous Information Management and Communication, ICUIMC-2008",1,0.51
"Proceedings of the 33rd International Business Information Management Association Conference, IBIMA 2019: Education Excellence and Innovation Management through Vision 2020",1,0.51
"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",1,0.51
"Proceedings of the ACM SIGMOD International Conference on Management of Data",1,0.51
"Proceedings of the ACM Symposium on Applied Computing",1,0.51
"Proceedings of the ASIST Annual Meeting",1,0.51
"Proceedings of the International Joint Conference on Neural Networks",1,0.51
"Revista Espanola de Cardiologia",1,0.51
"SIGMOD Record",1,0.51
"Scientific Data",1,0.51
"Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University",1,0.51
"Studies in Classification, Data Analysis, and Knowledge Organization",1,0.51
"Synthesis Lectures on Information Concepts, Retrieval, and Services",1,0.51
"Wireless Personal Communications",1,0.51
