item,count,f
"BINARY CLASSIFICATION",1,0.66
"CARDIO-CEREBROVASCULAR",1,0.66
"CART",1,0.66
"CHINESE CHARACTERS",1,0.66
"CITATION CLUSTERING",1,0.66
"CITATION DATA",1,0.66
"CITATION MATCHING",1,0.66
"CITATION NETWORK",1,0.66
"CLUSTERING ALGORITHMS",1,0.66
"CLUSTERING ANALYSIS",1,0.66
"CLUSTERING DISTINCT AUTHORS",1,0.66
"CLUSTERING PROBLEM",1,0.66
"CO-AUTHOR",1,0.66
"CO-AUTHORSHIP",1,0.66
"CO-AUTHORSHIP GRAPH",1,0.66
"CO-CITATION ANALYSIS",1,0.66
"COAUTHOR GRAPHS",1,0.66
"COAUTHORSHIP",1,0.66
"COAUTHORSHIP ANALYSIS",1,0.66
"COLLABORATION NETWORK",1,0.66
"COMPLEX NETWORK ANALYSIS",1,0.66
"CONTEXTUAL WORD EMBEDDING",1,0.66
"CONVOLUTIONAL NEURAL NETWORKS",1,0.66
"COREFERENCE PROBLEM",1,0.66
"COSINE SIMILARITY",1,0.66
"CREDIT ALLOCATION",1,0.66
"CROWDSOURCING",1,0.66
"CTREE",1,0.66
"CYCLE DETECTION",1,0.66
"DATA INTEGRATION",1,0.66
"DATA MODELS",1,0.66
"DATA PREPROCESSING",1,0.66
"DATA SCIENCE",1,0.66
"DATA STREAM",1,0.66
"DBSCAN",1,0.66
"DEEP NEURAL NETWORK",1,0.66
"DIGITAL LIBRARY (DL)",1,0.66
"DIGITAL REPOSITORIES",1,0.66
"DISAMBIGUATION EVALUATION",1,0.66
"DOMAIN-SPECIFIC ENTITY LINKING",1,0.66
"DYNAMIC GRAPH EMBEDDING",1,0.66
"EGONET",1,0.66
"ELMO",1,0.66
"EMERGING TECHNOLOGY",1,0.66
"ENSEMBLE CLASSIFIERS",1,0.66
"ENTITY LINKAGE",1,0.66
"ENTITY LINKING",1,0.66
"ENTITY MATCHING",1,0.66
"ENTITY RELATIONSHIP GRAPH",1,0.66
"EVALUATION MEASURE",1,0.66
"EXPLORATORY ENTITY LINKING",1,0.66
"FEATURE EXTRACTION",1,0.66
"FEATURE LEARNING",1,0.66
"FORMAL CONCEPT ANALYSIS",1,0.66
"FUSION",1,0.66
"GENETIC PROGRAMMING",1,0.66
"GOOGLE CSE",1,0.66
"GRADIENT BOOSTED TREES",1,0.66
"GRAPH ANALYSIS",1,0.66
"GRAPH ATTENTION NETWORK",1,0.66
"GRAPH CONVOLUTION NETWORKS",1,0.66
"GRAPH CONVOLUTIONAL NETWORK (GCN)",1,0.66
"GRAPH MODEL",1,0.66
"GRAPH NEURAL NETWORK",1,0.66
"H-INDEX",1,0.66
"HETEROGENEOUS ACADEMIC NETWORK",1,0.66
"HETEROGENEOUS GRAPH NETWORK",1,0.66
"HETEROGENEOUS INFORMATION NETWORKS",1,0.66
"HETERONYMOUS NAME RESOLUTION",1,0.66
"HEURISTIC RULES",1,0.66
"HEURISTICS RULES",1,0.66
"HIERARCHICAL AGGLOMERATIVE CLUSTERING",1,0.66
"HOMONYMS",1,0.66
"HYBRID-SIMILARITY",1,0.66
"IDENTIFIERS",1,0.66
"IDENTITY UNCERTAINTY",1,0.66
"IMBALANCED TRAINING DATA",1,0.66
"IMPACT OF COLLABORATION",1,0.66
"INCREMENTAL AUTHOR NAME DISAMBIGUATION",1,0.66
"INDUSTRIAL INTERNET OF THINGS",1,0.66
"INFORMATICS",1,0.66
"INFORMATION FUSION",1,0.66
"INFORMATIONAL RETRIEVAL",1,0.66
"INTELLIGENT ROBOTICS",1,0.66
"JOURNAL DESCRIPTOR",1,0.66
"KEYPHRASE EXTRACTION",1,0.66
"KNOWLEDGE GRAPH EMBEDDINGS",1,0.66
"LABEL PROPAGATION",1,0.66
"LABELING",1,0.66
"LAZY STRATEGIES",1,0.66
"LINKED DATA",1,0.66
"LOD",1,0.66
"MAPREDUCE FRAMEWORK",1,0.66
"META-CONTENT",1,0.66
"META-PATH",1,0.66
"METADATA",1,0.66
"METADATA CURATION DBLP",1,0.66
"MICROSOFT ACADEMIC SEARCH",1,0.66
"MONTE CARLO SIMULATIONS",1,0.66
"MULTI-CLASSIFICATION",1,0.66
"MULTI-DIMENSIONAL",1,0.66
"MULTI-HOP NEIGHBORHOOD",1,0.66
"MUTUAL INFORMATION",1,0.66
"NAME INDICES",1,0.66
"NAME-MATCHING",1,0.66
"NAMED ENTITY RECOGNITION",1,0.66
"NAMESAKE RESOLUTION",1,0.66
"NAMESAKES",1,0.66
"NATIVE SCRIPT",1,0.66
"NATURAL LANGUAGE PROCESSING",1,0.66
"NEGATIVE TRAINING DATA",1,0.66
"NETCLUS",1,0.66
"NETWORK ANALYSIS",1,0.66
"OPEN CITATIONS",1,0.66
"OPEN RESEARCHERS AND CONTRIBUTORS ID",1,0.66
"OPEN SCIENCE",1,0.66
"OPEN SOURCE SOFTWARE",1,0.66
"OPTIMUM-PATH FOREST CLASSIFIER",1,0.66
"OUT-OF-DOMAIN EVALUATION",1,0.66
"PAIRWISE-F",1,0.66
"PARTIAL CLASSIFICATION EM",1,0.66
"PATTERN RECOGNITION",1,0.66
"PERFORMANCE",1,0.66
"PRECISION-RECALL",1,0.66
"PREDICTIVE MODELS",1,0.66
"PROBABILITIES",1,0.66
"PROBLEM DECOMPOSITION",1,0.66
"PRODUCTION",1,0.66
"PROFILE",1,0.66
"PROGRESSIVE ENTITY RESOLUTION",1,0.66
"PRUNING STRATEGY",1,0.66
"PUBLICATION OEUVRE",1,0.66
"RANKING CONFIDENCE",1,0.66
"REFERENCE AUTHOR GRAPH",1,0.66
"REFERENCE TOPIC GRAPH",1,0.66
"REFERENCES",1,0.66
"RELEVANCE FEEDBACK",1,0.66
"RESEARCH EVALUATION",1,0.66
"RESEARCH FOCUS",1,0.66
"RESEARCH GROUPS",1,0.66
"RESEARCHER",1,0.66
"RESEARCHER DATA",1,0.66
"RESEARCHGATE",1,0.66
"RISING STARS",1,0.66
"SCHOLARLY DATA",1,0.66
"SCHOLARLY JOURNAL",1,0.66
"SCHOLARLY KNOWLEDGE GRAPH",1,0.66
"SCHOLARLY PUBLISHING",1,0.66
"SCIENCE OF SCIENCE",1,0.66
"SCIENTIFIC COLLABORATION NETWORKS",1,0.66
"SCIENTIFIC COMMUNITY",1,0.66
"SCIENTIFIC DATA REPOSITORIES",1,0.66
"SCIENTIFIC KNOWLEDGE GRAPH",1,0.66
"SCIENTIFIC MOBILITY",1,0.66
"SCIENTOMETRICS",1,0.66
"SCORING FUNCTIONS",1,0.66
"SEARCH",1,0.66
"SEARCH ENGINE",1,0.66
"SELF-CITATIONS",1,0.66
"SELF-TUNING",1,0.66
"SEMANTIC FINGERPRINT",1,0.66
"SEMANTIC RECOGNITION",1,0.66
"SEMANTIC TYPE",1,0.66
"SEMANTICS",1,0.66
"SIMHASH",1,0.66
"SIMILARITY",1,0.66
"SIMILARITY ESTIMATION",1,0.66
"SIMULATION",1,0.66
"SINGLE FEATURE",1,0.66
"SINGLE-LINKAGE CLUSTERING",1,0.66
"SNA",1,0.66
"SOCIAL NETWORKS",1,0.66
"SOLE AUTHOR RESOLVER",1,0.66
"SPHERICAL K-MEANS CLUSTERING",1,0.66
"STRING MATCHING",1,0.66
"STRING SIMILARITY METRICS",1,0.66
"STRUCTURAL CLUSTERING",1,0.66
"SUCCESS IN ACADEMIA",1,0.66
"SUPERVISED LEARNING",1,0.66
"SUPERVISED METHODS",1,0.66
"SUPPORT VECTOR MACHINES",1,0.66
"SYNTACTIC SIMILARITY",1,0.66
"SYNTHETIC GENERATOR",1,0.66
"TASK ANALYSIS",1,0.66
"TASK DESIGN",1,0.66
"TAXONOMY",1,0.66
"TOPIC GRAPH",1,0.66
"TOPIC MODEL",1,0.66
"TOPICAL N-GRAMS MODEL",1,0.66
"TRAINING DATA",1,0.66
"TRANSFER LEARNING",1,0.66
"TRIANGULATION",1,0.66
"UNCERTAINTY",1,0.66
"UNSUPERVISED DISAMBIGUATION APPROACH",1,0.66
"UNSUPERVISED MACHINE LEARNING APPROACH",1,0.66
"VARIATIONAL GRAPH AUTOENCODER",1,0.66
"VISUAL ANALYTICS",1,0.66
"VISUALIZATION SYSTEM",1,0.66
"WEB CORRELATION",1,0.66
"WEB INFORMATION",1,0.66
"WEB OF SCIENCE",1,0.66
"WEB SERVICES",1,0.66
"WELL-KNOWN RESEARCHERS",1,0.66
"WORD EMBEDDING",1,0.66
"WORD-CLUSTERING BASED DOCUMENT EMBEDDING",1,0.66
"YOUNG RESEARCHERS",1,0.66
